# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3000, i.e. number of multipoles equal to 2999
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
   94       3.340780202174e-10       9.085543641704e-14      -2.546115679390e-12       0.000000000000e+00       1.264689316563e-11       1.808061019705e-12      -9.760330204934e-15 
   95       3.380341244576e-10       9.289416896656e-14      -2.632394348870e-12       0.000000000000e+00       1.230626444076e-11       1.768575751709e-12      -9.493651179058e-15 
   96       3.420198230105e-10       9.492453979185e-14      -2.719205502077e-12       0.000000000000e+00       1.197739602580e-11       1.730320519966e-12      -9.221112708494e-15 
   97       3.460350839857e-10       9.694451364756e-14      -2.806470145893e-12       0.000000000000e+00       1.166014049360e-11       1.693287345951e-12      -8.945913402801e-15 
   98       3.500797056659e-10       9.895200988938e-14      -2.894106402362e-12       0.000000000000e+00       1.135423757801e-11       1.657455943776e-12      -8.671495302394e-15 
   99       3.541533092985e-10       1.009449024059e-13      -2.982029480783e-12       0.000000000000e+00       1.105931015791e-11       1.622793271199e-12      -8.401549696422e-15 
  100       3.582553318868e-10       1.029210195507e-13      -3.070151649794e-12       0.000000000000e+00       1.077486024126e-11       1.589253080638e-12      -8.140022940657e-15 
  101       3.623850189823e-10       1.048781440738e-13      -3.158382209469e-12       0.000000000000e+00       1.050026494909e-11       1.556775470174e-12      -7.891122275368e-15 
  102       3.665414174759e-10       1.068140130541e-13      -3.246627463394e-12       0.000000000000e+00       1.023477249950e-11       1.525286434570e-12      -7.659321643205e-15 
  103       3.707233683899e-10       1.087263178309e-13      -3.334790690768e-12       0.000000000000e+00       9.977498191735e-12       1.494697416274e-12      -7.449367507085e-15 
  104       3.749297515472e-10       1.106128119801e-13      -3.422778331297e-12       0.000000000000e+00       9.727625049566e-12       1.464925812678e-12      -7.265182285801e-15 
  105       3.791602727472e-10       1.124716520003e-13      -3.510519551548e-12       0.000000000000e+00       9.485045269691e-12       1.435960619898e-12      -7.106393427836e-15 
  106       3.834147699824e-10       1.143011027357e-13      -3.597949281997e-12       0.000000000000e+00       9.249798340131e-12       1.407804860751e-12      -6.971344129477e-15 
  107       3.876929666700e-10       1.160994345474e-13      -3.685002280114e-12       0.000000000000e+00       9.021872372888e-12       1.380455204295e-12      -6.858147627257e-15 
  108       3.919944672105e-10       1.178649244322e-13      -3.771613170728e-12       0.000000000000e+00       8.801202336971e-12       1.353901747135e-12      -6.764680901750e-15 
  109       3.963187525481e-10       1.195958571427e-13      -3.857716486385e-12       0.000000000000e+00       8.587668291417e-12       1.328127794717e-12      -6.688578381358e-15 
  110       4.006651757296e-10       1.212905263054e-13      -3.943246707712e-12       0.000000000000e+00       8.381093618313e-12       1.303109642629e-12      -6.627225646102e-15 
  111       4.050329574646e-10       1.229472355406e-13      -4.028138303775e-12       0.000000000000e+00       8.181243255820e-12       1.278816357898e-12      -6.577753131414e-15 
  112       4.094211816845e-10       1.245642995816e-13      -4.112325772443e-12       0.000000000000e+00       7.987821931193e-12       1.255209560292e-12      -6.537029831930e-15 
  113       4.138287911022e-10       1.261400453935e-13      -4.195743680746e-12       0.000000000000e+00       7.800472393805e-12       1.232243203612e-12      -6.501657005275e-15 
  114       4.182545827719e-10       1.276728132926e-13      -4.278326705240e-12       0.000000000000e+00       7.618773648167e-12       1.209863356999e-12      -6.467961875858e-15 
  115       4.226972036482e-10       1.291609580657e-13      -4.360009672367e-12       0.000000000000e+00       7.442239186956e-12       1.188007986224e-12      -6.431991338664e-15 
  116       4.271553455675e-10       1.306028794703e-13      -4.440726306334e-12       0.000000000000e+00       7.270423714773e-12       1.166621019634e-12      -6.390304856506e-15 
  117       4.316283665781e-10       1.319971155500e-13      -4.520405213767e-12       0.000000000000e+00       7.103261817652e-12       1.145696953663e-12      -6.342475977800e-15 
  118       4.361157371650e-10       1.333422628189e-13      -4.598973484386e-12       0.000000000000e+00       6.940767342921e-12       1.125241285062e-12      -6.288884548534e-15 
