# dimensionless total [l(l+1)/2pi] C_l's
# for l=2 to 3500, i.e. number of multipoles equal to 3499
#
# -> if you prefer output in CAMB/HealPix/LensPix units/order, set 'format' to 'camb' in input file
# -> if you don't want to see such a header, set 'headers' to 'no' in input file
# -> for CMB lensing (phi), these are C_l^phi-phi for the lensing potential.
#    Remember the conversion factors:
#    C_l^dd (deflection) = l(l+1) C_l^phi-phi
#    C_l^gg (shear/convergence) = 1/4 (l(l+1))^2 C_l^phi-phi
#
# 1:l     2:TT                     3:EE                     4:TE                     5:BB                     6:phiphi                 7:TPhi                   8:Ephi               
  146       5.791185386982e-10       1.467956921215e-13      -6.143468660782e-12       0.000000000000e+00       3.534092534440e-12       6.991535125328e-13      -4.260559326746e-15 
  147       5.837014230964e-10       1.464237469161e-13      -6.162098929701e-12       0.000000000000e+00       3.464842637101e-12       6.885668927219e-13      -4.195944489764e-15 
  148       5.882646348758e-10       1.459905117405e-13      -6.177726248755e-12       0.000000000000e+00       3.397283614713e-12       6.781916812243e-13      -4.130887510213e-15 
  149       5.928070435546e-10       1.454968218850e-13      -6.190303281806e-12       0.000000000000e+00       3.331404188994e-12       6.680263373060e-13      -4.065438740943e-15 
  150       5.973274789547e-10       1.449436093089e-13      -6.199784047563e-12       0.000000000000e+00       3.267186768886e-12       6.580684015953e-13      -3.999648966309e-15 
  151       6.018247303812e-10       1.443319043435e-13      -6.206123958416e-12       0.000000000000e+00       3.204607303942e-12       6.483144744693e-13      -3.933569386619e-15 
  152       6.062975458015e-10       1.436628373951e-13      -6.209279859277e-12       0.000000000000e+00       3.143635137737e-12       6.387601944404e-13      -3.867251602592e-15 
  153       6.107446310252e-10       1.429376406481e-13      -6.209210066415e-12       0.000000000000e+00       3.084232861266e-12       6.294002165436e-13      -3.800747599805e-15 
  154       6.151646488834e-10       1.421576497677e-13      -6.205874406293e-12       0.000000000000e+00       3.026356166342e-12       6.202281907222e-13      -3.734109733153e-15 
  155       6.195562184080e-10       1.413243056037e-13      -6.199234254404e-12       0.000000000000e+00       2.969953699001e-12       6.112367402154e-13      -3.667390711295e-15 
